Genome,Fraction,length
NT12384_770,perc_unc,49.839765345178456
NT12553_678,perc_covered,50.1182012469984
NT12553_678,perc_unc,49.8817987530016
NT12161_297,perc_covered,49.963313290078574
NT12161_297,perc_unc,50.036686709921426
NT12579_704,perc_covered,49.59824614942679
NT12579_704,perc_unc,50.40175385057321
NT12224_760,perc_covered,49.36951509989687
NT12224_760,perc_unc,50.63048490010313
NT12554_679,perc_covered,49.01824960502772
NT12554_679,perc_unc,50.98175039497228
NT12608_733,perc_covered,48.560199304948036
NT12608_733,perc_unc,51.439800695051964
NT12614_739,perc_covered,48.371442114116086
NT12614_739,perc_unc,51.628557885883914
NT12164_300,perc_covered,48.10317839616784
NT12164_300,perc_unc,51.89682160383216
NT12606_731,perc_covered,46.537708137121534
NT12606_731,perc_unc,53.462291862878466
157,perc_covered,42.098560251274805
157,perc_unc,57.901439748725195
NT12009_154,perc_covered,38.099209475428545
NT12009_154,perc_unc,61.900790524571455
NT12169_305,perc_covered,31.60837123799139
NT12169_305,perc_unc,68.39162876200861
NT12226_337,perc_covered,28.111075332703756
NT12226_337,perc_unc,71.88892466729624
NT12229,perc_covered,27.50305085541292
NT12229,perc_unc,72.49694914458708
